,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Hsal|LOC105192000,132.381966074,0.388553413715,0.145678153295,-2.66720441553,0.00764851356228,0.346331978399
Hsal|LOC105181396,433.793495138,0.230090803318,0.0864520284277,-2.66148530581,0.00777967364989,0.350433092653
Hsal|LOC105191805,317.393922683,0.3494816922,0.131381378923,-2.66005498698,0.00781278953018,0.350433092653
Hsal|LOC105183130,137.583520436,-0.589505019723,0.222074794307,2.6545336744,0.00794181123748,0.35454780778
Hsal|LOC105186632,339.768007311,0.331175076359,0.125086185665,-2.64757514667,0.00810713392785,0.360237086542
Hsal|LOC105181104,830.790693709,0.21523349925,0.0817206900671,-2.63376996784,0.00844426755789,0.360847259059
Hsal|LOC105181490,918.449248292,-0.286259449113,0.108298621477,2.64324185489,0.0082116355957,0.360847259059
Hsal|LOC105181974,505.68602438,-0.505971237131,0.192335779463,2.63066621584,0.00852176864529,0.360847259059
Hsal|LOC105182842,2275.36167219,0.320679707112,0.121578179246,-2.63764196092,0.00834846742626,0.360847259059
Hsal|LOC105184077,15.8094776694,-0.807208983947,0.306046356641,2.63753828932,0.00835101972923,0.360847259059
Hsal|LOC105184807,192.346988115,0.283563665624,0.107771519928,-2.63115585466,0.00850950020311,0.360847259059
Hsal|LOC105185329,3652.03519744,0.553298152131,0.209748689988,-2.63790993003,0.008341873497,0.360847259059
Hsal|LOC105185395,3015.81311732,-0.728474752823,0.275961231726,2.6397720733,0.0082961801828,0.360847259059
Hsal|LOC105189919,136.879467915,0.988027224159,0.375674651409,-2.63000769536,0.00853829354173,0.360847259059
Hsal|LOC105190851,432.079442347,-0.272942182417,0.10368228229,2.63248624923,0.00847624541007,0.360847259059
Hsal|LOC105191216,5026.04548636,0.192434519036,0.073154484934,-2.63052250603,0.00852537245426,0.360847259059
Hsal|LOC105183175,40.786702054,-0.646809495817,0.24631257579,2.62597024834,0.00864023691412,0.363539879719
Hsal|LOC105190129,200.494723447,0.303524341068,0.115842033009,-2.62015723641,0.00878892330808,0.368166835844
Hsal|LOC105184084,166.729974619,-0.822087336513,0.314199829079,2.61644743386,0.00888500438417,0.368941077245
Hsal|LOC105191919,634.280185845,-0.80371307502,0.307076458157,2.61730606066,0.00886268353378,0.368941077245
Hsal|LOC105185845,413.711151422,-0.28673954701,0.109663652032,2.61471820149,0.00893010994378,0.369201806328
Hsal|LOC105184212,487.295433317,-0.443534311376,0.169855909259,2.61123862756,0.00902149195277,0.370809372086
Hsal|LOC105185472,1190.32616834,-0.244575388454,0.0936972246819,2.61027356237,0.00904698436469,0.370809372086
Hsal|LOC105180893,958.567629769,-0.229387886575,0.0879327390631,2.60867441432,0.00908936782984,0.37094763388
Hsal|LOC105182648,1118.39937572,-0.881888903142,0.338460879181,2.60558592555,0.00917172654402,0.372709178236
Hsal|LOC105181707,178.999622809,0.463506871826,0.178442857623,-2.59750868149,0.00939027464928,0.373650716063
Hsal|LOC105182500,466.86620305,0.286227551664,0.109983415276,-2.6024610251,0.00925573349737,0.373650716063
Hsal|LOC105183109,185.90252971,-0.318982930759,0.122870300624,2.5960946554,0.00942900857978,0.373650716063
Hsal|LOC105183511,1439.15354016,0.373208314182,0.143760928756,-2.59603438438,0.00943066272533,0.373650716063
Hsal|LOC105187483,87.3501290483,0.4198220334,0.161656366443,-2.59700278211,0.0094041162394,0.373650716063
Hsal|LOC105191104,161.50622223,-0.455638770676,0.175488412717,2.59640373756,0.00942052984837,0.373650716063
Hsal|LOC105184645,263.749234702,-0.21879422263,0.0845981098197,2.58627790971,0.00970186708548,0.37965042846
Hsal|LOC105186945,3381.90507714,0.412994924374,0.15955932171,-2.58834720496,0.00964377206825,0.37965042846
Hsal|LOC105187667,306.442400372,-0.803846572736,0.31072377401,2.58701341826,0.00968118220464,0.37965042846
Hsal|LOC105188161,659.640643102,-0.35868796585,0.138842434033,2.58341744257,0.00978268769954,0.381244169405
Hsal|LOC105182102,2143.77377035,0.274727388104,0.106944620277,-2.56887524956,0.0102029179935,0.383476471148
Hsal|LOC105182332,233.680025454,-0.53185263586,0.206303937195,2.57800526297,0.00993724844386,0.383476471148
